AMH_1_1_12	AMH_1_2_10	AMH_2_1_12	AMH_2_2_12	BAN_1_1_12	BAN_1_2_10	BAN_2_1_10	BAN_2_2_10	BED_1_1_12	BED_1_2_10	BED_2_1_12	BED_2_2_10	BPL_1_1_10	BPL_1_2_12	BPL_2_1_10	BPL_2_2_12	BTT_1_1_12	BTT_1_2_10	BTT_2_1_12	BTT_2_2_12	CMP_1_1_10	CMP_1_2_12	CMP_2_1_10	CMP_2_2_10	CPI_1_1_12	CPI_1_2_10	CPI_2_1_12	CPI_2_2_12	CQC_1_1_10	CQC_1_2_12	CQC_2_1_10	CQC_2_2_10	Only identified by site	Reverse	Potential contaminant	ANOVA Significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	ANOVA p value	ANOVA q-value	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
3.998502E+07	2.633699E+07	3.487502E+07	3.1119E+07	4.972397E+07	3.271198E+07	3.704698E+07	2.858999E+07	3.781399E+07	3.067799E+07	2.9551E+07	2.823401E+07	3.075902E+07	2.6168E+07	1.5499E+07	4.761502E+07	3.739998E+07	4.038299E+07	6.291998E+07	4.2244E+07	3.402199E+07	3.630898E+07	6883606	4.804901E+07	2.991101E+07	3.702598E+07	2.317001E+07	2.170099E+07	6369728	5.164098E+07	3.950899E+07	4.904101E+07					10	10	10	8.7	8.7	8.7	162.19	0	5.8555	823320000	44	0.827049951394594	0.706262370540852	Q12267	Q12267	Structural maintenance of chromosomes protein 4	SMC4	sp|Q12267|SMC4_YEAST Structural maintenance of chromosomes protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMC4 PE=1 SV=1
2.504501E+07	4.780601E+07	2.370399E+07	4.000898E+07	1.921E+07	2.717499E+07	2.759499E+07	2.491601E+07	3.530399E+07	3.688502E+07	3.814402E+07	3.251399E+07	6.848404E+07	5.468599E+07	5.942701E+07	4.4052E+07	3.720302E+07	5.569302E+07	3.307799E+07	2.579599E+07	6391298	1.9034E+07	1.893601E+07	2.143501E+07	3.003802E+07	5.629598E+07	4.338501E+07	4.282499E+07	4622842	4931623	4.115002E+07	2.377901E+07				+	6	6	6	25.2	25.2	25.2	29.499	0	31.261	870090000	54	0.00237902554030445	0.0117251123956326	Q12270	Q12270	Rhomboid protein 2	RBD2	sp|Q12270|RBD2_YEAST Rhomboid protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RBD2 PE=1 SV=1
1.2016E+08	1.2408E+08	1.0161E+08	1.112899E+08	9.734902E+07	8.583703E+07	8.775698E+07	8.684197E+07	1.208101E+08	1.0912E+08	1.2217E+08	9.534102E+07	1.100101E+08	1.2568E+08	1.368799E+08	1.425201E+08	1.129001E+08	1.3491E+08	1.310701E+08	1.3502E+08	6.661799E+07	2.4181E+07	8.360098E+07	8.2707E+07	1.1892E+08	1.1825E+08	1.2498E+08	1.319E+08	5.8046E+07	1.294699E+07	1.064399E+08	7.340803E+07				+	29	29	29	32.7	32.7	32.7	124.58	0	55.556	2653700000	324	0.00843463736528185	0.0220830267997898	Q12271	Q12271	Polyphosphatidylinositol phosphatase INP53;SAC1-like phosphoinositide phosphatase;Phosphatidylinositol 4,5-bisphosphate 5-phosphatase	INP53	sp|Q12271|INP53_YEAST Polyphosphatidylinositol phosphatase INP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INP53 PE=1 SV=1
4.891099E+07	5.170602E+07	5.210802E+07	4.2707E+07	4.8445E+07	4.736801E+07	4.89E+07	4.0454E+07	3.4236E+07	3.397102E+07	3.303302E+07	3.306098E+07	3.178298E+07	3.581799E+07	2.4315E+07	3.667302E+07	2.810998E+07	4.257401E+07	4.2556E+07	4.835899E+07	4.461401E+07	4.6163E+07	2.602E+07	3.877798E+07	5.600202E+07	4.4023E+07	3.099599E+07	6.411999E+07	4.7692E+07	6.736398E+07	3.831298E+07	5.524298E+07				+	4	4	4	30.4	30.4	30.4	26.196	0	45.749	1103700000	85	0.019719332838211	0.0355125581395349	Q12272	Q12272	tRNA 2-phosphotransferase	TPT1	sp|Q12272|TPT1_YEAST tRNA 2-phosphotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPT1 PE=1 SV=1
1.6617E+07	1.877101E+07	1.6344E+07	1.4153E+07	3280068	9744701	7000530	4014223	4076244	2947258	1.035599E+07	6114513	3200604	2444803	7902363	1.0038E+08	2.6628E+07	3658165	2368579	2.2291E+07	4588299	7985331	2912979	6040720	1.0668E+07	2.0305E+07	2.536799E+07	1472023	5789908	2430288	1876597	1375019					2	2	2	1.8	1.8	1.8	186.91	0.0062911	2.2958	235930000	10	0.24086778682815	0.195988059701493	Q12275	Q12275	Uncharacterized protein YOR093C		sp|Q12275|YO093_YEAST Uncharacterized protein YOR093C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR093C PE=1 SV=1
9.941705E+07	8.288805E+07	8.902394E+07	7.916197E+07	1.085301E+08	1.0692E+08	7.605904E+07	7.861504E+07	9.066905E+07	6.862598E+07	6.885699E+07	8.850302E+07	9.300999E+07	9.544102E+07	1.0041E+08	9.308294E+07	6.886701E+07	9.054004E+07	7.748505E+07	1.0064E+08	8.637001E+07	7.787098E+07	9.213798E+07	1.0017E+08	1.109801E+08	7.451304E+07	8.966995E+07	8.731098E+07	1.247399E+08	6.889196E+07	7.915705E+07	1.0319E+08					7	7	7	32.8	32.8	32.8	29.055	0	24.4	2166800000	144	0.775073317893186	0.646142608695652	Q12277	Q12277	Exosome complex component RRP42	RRP42	sp|Q12277|RRP42_YEAST Exosome complex component RRP42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP42 PE=1 SV=1
8623902	1.2211E+07	1.552699E+07	1.433601E+07	1.3694E+07	1.2784E+07	1.3019E+07	1.1454E+07	9810394	8849495	1.379299E+07	1.3127E+07	1.2618E+07	9807697	1.061E+07	7059100	1.324199E+07	1.1201E+07	1.2993E+07	1.147399E+07	1.5573E+07	1.4568E+07	1.5561E+07	1.2828E+07	1.232899E+07	1.1627E+07	1.0668E+07	1.4003E+07	1.2313E+07	1.354099E+07	9407304	1.1323E+07					5	5	5	17.2	17.2	17.2	40.707	0	12.408	298620000	70	0.142530338837878	0.129073170731707	Q12283	Q12283	Malonyl CoA-acyl carrier protein transacylase, mitochondrial	MCT1	sp|Q12283|FABD_YEAST Malonyl CoA-acyl carrier protein transacylase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCT1 PE=1 SV=2
1.329601E+07	9204095	1.0006E+07	1.280601E+07	8639605	1.7879E+07	4999100	4162700	1.4546E+07	1.460699E+07	4846998	2179660	8844898	4569002	2634615	1.0935E+07	7896296	8403504	7880798	8601198	2.199899E+07	2.1448E+07	1.0269E+07	9579499	1.0967E+07	9139102	7528700	7237403	4.419702E+07	2.968402E+07	5318108	1.371E+07					5	5	5	23.5	23.5	23.5	22.141	0	5.5409	247630000	23	0.173581666704457	0.150259131633356	Q12284	Q12284	FAD-linked sulfhydryl oxidase ERV2	ERV2	sp|Q12284|ERV2_YEAST FAD-linked sulfhydryl oxidase ERV2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERV2 PE=1 SV=1
6.464799E+08	6.542102E+08	7.651005E+08	7.240704E+08	7.257102E+08	7.666001E+08	7.786397E+08	8.228197E+08	5.455803E+08	5.9874E+08	5.540104E+08	5.280199E+08	5.180701E+08	4.469802E+08	4.004999E+08	3.847399E+08	6.567702E+08	5.805597E+08	5.5341E+08	5.201297E+08	9.471398E+08	8.063304E+08	5.263499E+08	5.535403E+08	6.427896E+08	6.485704E+08	6.287299E+08	6.608298E+08	1.1273E+09	1.5039E+09	6.632096E+08	7.563597E+08				+	10	10	10	72.6	72.6	72.6	23.732	0	323.31	15250000000	339	0.000165920567680269	0.00320081549439348	Q12285	Q12285	Ubiquitin-like protein MDY2	MDY2	sp|Q12285|MDY2_YEAST Ubiquitin-like protein MDY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDY2 PE=1 SV=1
5.857398E+07	5.955403E+07	5.4104E+07	4.824998E+07	8.0975E+07	7.890795E+07	4.883598E+07	5.9477E+07	7.746897E+07	8.157997E+07	5.377397E+07	5.117603E+07	4.897097E+07	4.921703E+07	4.982702E+07	4.664699E+07	4.289497E+07	5.268101E+07	4.027198E+07	4.083099E+07	1.629901E+07	1.6489E+07	6523163	8224305	6.071103E+07	5.023201E+07	3.861902E+07	3.809101E+07	1.379399E+08	1.3357E+08	4.866402E+07	7.943402E+07				+	5	5	5	24.7	24.7	24.7	28.825	0	13.297	1245400000	75	1.87337370357489E-08	0.000596153846153846	Q12288	Q12288	Putative glutamine amidotransferase YLR126C		sp|Q12288|YL126_YEAST Putative glutamine amidotransferase YLR126C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR126C PE=1 SV=1
2.114899E+07	1.717601E+07	9099196	1.7886E+07	1.2681E+07	1.0954E+07	1.270499E+07	8152305	7951104	7870302	1.4556E+07	6965900	4.107599E+07	3.160699E+07	1.8621E+07	2.880599E+07	2.128E+07	1.718201E+07	1.374201E+07	1.288101E+07	2131179	1249529	5537000	6146300	1.8123E+07	1.6621E+07	1.7279E+07	1.923801E+07	4201597	1.119599E+07	1.556901E+07	1.053599E+07				+	8	8	8	22.7	22.7	22.7	42.041	0	12.874	406180000	49	6.29270974102195E-06	0.000775300171526587	Q12291	Q12291	25S rRNA (uridine(2843)-N(3))-methyltransferase	BMT6	sp|Q12291|BMT6_YEAST 25S rRNA (uridine(2843)-N(3))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMT6 PE=1 SV=1
2.197899E+07	3.670198E+07	3.199699E+07	4.828501E+07	3.7163E+07	2.974601E+07	3.2614E+07	3.959098E+07	5.059499E+07	4.190502E+07	3.824299E+07	4.2952E+07	3.642499E+07	2.848401E+07	4.153601E+07	3.067301E+07	1.731699E+07	3.480901E+07	3.491802E+07	3.230601E+07	7.138101E+07	5.443202E+07	5.085499E+07	4.580498E+07	3.538399E+07	3.321998E+07	3.926602E+07	4.183897E+07	4.7414E+07	5.5614E+07	3.790398E+07	6.3159E+07				+	8	8	8	20.3	20.3	20.3	77.711	0	35.114	797770000	95	0.00394047115955574	0.0149720404521118	Q12296	Q12296	Protein MAM3	MAM3	sp|Q12296|MAM3_YEAST Protein MAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAM3 PE=1 SV=1
2.3278E+07	2.948501E+07	1.747499E+07	2.544801E+07	3.141298E+07	3.407502E+07	3.0894E+07	2.898002E+07	1.6597E+07	1.926201E+07	2.0794E+07	1.177301E+07	1.8528E+07	1.2014E+07	1.0398E+07	1.114101E+07	2.202399E+07	2.461798E+07	1.802301E+07	1.4175E+07	4.927198E+07	3.195399E+07	2.164E+07	2.1269E+07	2.039399E+07	2.138401E+07	1.826499E+07	1.588E+07	4.843898E+07	3.528202E+07	1.944501E+07	2.148199E+07				+	7	7	7	28.9	28.9	28.9	40.296	0	29.342	505260000	80	0.000871219132421999	0.0072054586808188	Q12297	Q12297	Transcription initiation factor TFIID subunit 3	TAF3	sp|Q12297|TAF3_YEAST Transcription initiation factor TFIID subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF3 PE=1 SV=1
2.5736E+07	3.2694E+07	3.022101E+07	3.4801E+07	5690946	1.971799E+07	2.661301E+07	4.598702E+07	3.009999E+07	3.689902E+07	2.671199E+07	3.629798E+07	3.614102E+07	4.6222E+07	3.608101E+07	2.796701E+07	3.383901E+07	4.7185E+07	4.282998E+07	3.519802E+07	3.352499E+07	4.5531E+07	2.848601E+07	4.685801E+07	2.872399E+07	4.795997E+07	4.149699E+07	3.834998E+07	1.717801E+07	5.125302E+07	2.875401E+07	4.608001E+07					13	13	13	25	25	25	61.191	0	9.0225	856210000	82	0.258471125539534	0.208228081740277	Q12298	Q12298	Uncharacterized ABC transporter ATP-binding protein YDR061W		sp|Q12298|YD061_YEAST Uncharacterized ABC transporter ATP-binding protein YDR061W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR061W PE=1 SV=1
1.102599E+09	8.008505E+08	1.0465E+09	1.1043E+09	4.847498E+07	4.197E+07	5.471998E+07	4.676203E+07	9.598401E+07	1.004199E+08	9.344594E+07	9.783194E+07	9.915805E+08	1.1318E+09	1.1103E+09	1.0729E+09	1.8215E+09	1.445601E+09	1.6635E+09	1.974901E+09	1.4746E+08	1.7385E+08	1.334601E+08	1.467099E+08	1.247399E+09	9.551701E+08	1.6107E+09	1.1971E+09	1.244299E+08	2.572002E+08	7.584004E+07	1.6103E+08				+	10	10	10	89.9	89.9	89.9	15.413	0	323.31	20742000000	397	9.30908266697326E-19	0	Q12305	Q12305	Thiosulfate sulfurtransferase RDL1, mitochondrial	RDL1	sp|Q12305|RDL1_YEAST Thiosulfate:glutathione sulfurtransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RDL1 PE=1 SV=1
1.427299E+09	1.343299E+09	1.8332E+09	1.668899E+09	2.0424E+09	2.336399E+09	1.9939E+09	2.245801E+09	2.064001E+09	1.916001E+09	1.514901E+09	2.223701E+09	1.3818E+09	1.2729E+09	2.337699E+09	1.950399E+09	1.3963E+09	1.909901E+09	2.566699E+09	2.118299E+09	2.888699E+09	2.5358E+09	2.4188E+09	2.510502E+09	1.452901E+09	1.370701E+09	1.930101E+09	1.860099E+09	3.200498E+09	3.007E+09	1.802801E+09	2.822401E+09				+	5	5	5	47.5	47.5	47.5	11.597	0	200.99	48013000000	298	0.00345561033427634	0.0140812613705276	Q12306	Q12306	Ubiquitin-like protein SMT3	SMT3	sp|Q12306|SMT3_YEAST Ubiquitin-like protein SMT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMT3 PE=1 SV=1
7.572001E+08	8.226403E+08	7.362E+08	7.9798E+08	4.983301E+08	5.589402E+08	6.313796E+08	6.126601E+08	7.621798E+08	6.860302E+08	6.9076E+08	1.0395E+09	9.909096E+08	8.864904E+08	9.814506E+08	9.199203E+08	6.7976E+08	7.088999E+08	7.824497E+08	7.826597E+08	4.204002E+08	5.777E+08	6.973105E+08	7.299295E+08	7.949001E+08	8.393699E+08	1.067999E+09	9.196601E+08	5.182503E+08	5.2072E+08	7.784998E+08	9.678296E+08				+	20	20	20	71.8	71.8	71.8	24.743	0	323.31	18957000000	584	0.00284176130892411	0.0127790262172285	Q12314	Q12314	Protein arginine N-methyltransferase SFM1	SFM1	sp|Q12314|SFM1_YEAST Protein arginine N-methyltransferase SFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFM1 PE=1 SV=1
2500399	1.375601E+07	1.211299E+07	3700900	6267200	8249504	1.523E+07	3986299	6341479	4780798	6432402	9473904	7054603	6654300	8438998	5111660	4297700	4381600	6178399	8911603	4468503	7922176	1.5093E+07	1.0241E+07	6681504	6700098	9909503	9067097	3196401	2085043	4323402	1380899					3	3	3	9.3	9.3	9.3	62.073	0	4.9624	172220000	44	0.0383612223596999	0.0535507430997877	Q12315	Q12315	Nucleoporin GLE1	GLE1	sp|Q12315|GLE1_YEAST Nucleoporin GLE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLE1 PE=1 SV=1
3.192899E+07	3.612898E+07	4.3727E+07	3.6894E+07	4.826497E+07	5.869196E+07	2.540999E+07	4.003898E+07	3.3057E+07	3.236898E+07	2.6839E+07	1.935199E+07	2.597E+07	2.475801E+07	2.8614E+07	1.667699E+07	3.886102E+07	4.442103E+07	3.225799E+07	3.385799E+07	5.781898E+07	6.032403E+07	4.029798E+07	2.5451E+07	4.4798E+07	4.114202E+07	3.140198E+07	2.994001E+07	6.584499E+07	3.791701E+07	2.362899E+07	2.6099E+07					11	11	11	26	26	26	64.25	0	27.177	849700000	92	0.104382690265686	0.103067602512006	Q12321	Q12321	Mediator of RNA polymerase II transcription subunit 1	MED1	sp|Q12321|MED1_YEAST Mediator of RNA polymerase II transcription subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MED1 PE=1 SV=1
2.3284E+07	2.0167E+07	2.453701E+07	1.894701E+07	2.461701E+07	3.394902E+07	1.932399E+07	1.852401E+07	7736499	1.7811E+07	3147588	8345997	2.379999E+07	1.2257E+07	1.7917E+07	1.2429E+07	2.655E+07	1.547801E+07	1.2689E+07	1.730099E+07	1.615599E+07	1.445199E+07	1.836499E+07	1.713401E+07	1.8708E+07	1.556E+07	1.731699E+07	1.311099E+07	2.923001E+07	1.5946E+07	1.168199E+07	1.6866E+07				+	8	8	6	35.6	35.6	32.3	34.863	0	69.434	405390000	21	0.00842263576382007	0.0220799158780231	Q12326	Q12326	Phosphoglycerate mutase 3	GPM3	sp|Q12326|PMG3_YEAST Phosphoglycerate mutase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM3 PE=1 SV=1
1.358401E+07	1.626899E+07	1.6292E+07	1.692899E+07	1.522899E+07	1.515099E+07	1.2852E+07	1.296901E+07	1.410799E+07	1.5446E+07	1.143699E+07	2.323099E+07	1.5773E+07	1.055999E+07	1.252501E+07	9744804	1.4024E+07	1.6235E+07	1.469501E+07	1.907799E+07	2.032501E+07	2.4609E+07	2.392201E+07	1.982401E+07	1.8021E+07	1.4959E+07	2.389201E+07	2.120501E+07	1.381699E+07	2.872798E+07	1.4995E+07	2.544401E+07				+	4	4	4	23.2	23.2	23.2	21.864	0	9.4611	360420000	61	0.00942351788700028	0.0235285565939772	Q12328	Q12328	Mitochondrial import inner membrane translocase subunit TIM22	TIM22	sp|Q12328|TIM22_YEAST Mitochondrial import inner membrane translocase subunit TIM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM22 PE=1 SV=1
1932499	8821798	2.666901E+07	3.327299E+07	1814081	1.537E+07	1.1645E+07	1.2347E+07	1.190601E+07	2.627001E+07	1.705599E+07	1.189001E+07	1.426899E+07	3843098	8754701	4507998	1.4877E+08	9.696406E+07	3.463201E+07	2.735399E+07	3428900	6128003	4651103	1.474401E+07	2.0463E+07	7.470598E+07	4.042102E+07	2.9915E+07	2802268	2015339	2.047899E+07	2.984102E+07				+	6	6	6	30.4	30.4	30.4	42.816	0	45.413	671570000	40	0.00888923829665846	0.0227709963484611	Q12329	Q12329	Heat shock protein 42	HSP42	sp|Q12329|HSP42_YEAST Heat shock protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP42 PE=1 SV=1
6729224	3997202	4708001	3229205	5725714	6111224	2361800	6286560	1.041338E+07	4106035	1239546	6131821	2816314	3703714	6613998	5057995	1868973	8535202	1.206455E+07	3201756	2938799	2053248	5026955	5359002	4240824	7548105	4215802	1543416	3910000	3914401	2966695	2874364					2	2	2	10.7	10.7	10.7	30.633	0.004631	2.5124	29538000	8	0.974548296666235	0.925078054298643	Q12331	Q12331	FAS1 domain-containing protein YDR262W		sp|Q12331|YFAS1_YEAST FAS1 domain-containing protein YDR262W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR262W PE=1 SV=1
7341803	7251703	7790703	1.2856E+07	2350872	8974195	7212597	8288806	1.1986E+07	1.131599E+07	1.0964E+07	981154.9	2858100	5299943	3703837	3962156	9277899	6588000	1394319	5963298	2.2271E+07	1.0605E+07	8067015	1645033	8703599	5805897	3327700	7088503	1.059849E+07	2.589502E+07	1851453	8307105					3	3	3	15.7	15.7	15.7	25.754	0.0037934	2.654	132150000	13	0.870118690343458	0.760077780955104	Q12334	Q12334	Protein SCM3	SCM3	sp|Q12334|SCM3_YEAST Protein SCM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCM3 PE=1 SV=2
5.534803E+08	5.622398E+08	3.855102E+08	6.199804E+08	2.431599E+08	3.4833E+08	3.8649E+08	4.767801E+08	3.137202E+08	4.466099E+08	5.232997E+08	6.674202E+08	5.284298E+08	4.3397E+08	7.782796E+08	7.788704E+08	7.815203E+08	5.7782E+08	8.609103E+08	7.602998E+08	3.4984E+08	4.738198E+08	5.620198E+08	6.723896E+08	4.358202E+08	6.170399E+08	6.312102E+08	7.5226E+08	3.2304E+08	5.355403E+08	8.248096E+08	8.658597E+08					8	8	8	60.1	60.1	60.1	20.965	0	323.31	13621000000	315	0.063315108999773	0.0729808068938504	Q12335	Q12335	Protoplast secreted protein 2	PST2	sp|Q12335|PST2_YEAST Protoplast secreted protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PST2 PE=1 SV=1
2.2119E+07	1.538301E+07	2.470501E+07	2.2041E+07	4.047701E+07	3.836702E+07	2.521799E+07	2.158E+07	1.606201E+07	1.7408E+07	1.7544E+07	2.145699E+07	1.1157E+07	3077008	2.5087E+07	5193650	1.528901E+07	1.806399E+07	2.8207E+07	3660545	4.961503E+07	4.259698E+07	3.651902E+07	3.276202E+07	1.708499E+07	1.504699E+07	1.728801E+07	2.0132E+07	9.034203E+07	3.056698E+07	1.934201E+07	1.024499E+08				+	3	3	3	46.4	46.4	46.4	12.482	0	18.78	506400000	15	0.00269111123569998	0.0124354940213971	Q12338	Q12338	Ribonuclease H2 subunit C	RNH203	sp|Q12338|RNH2C_YEAST Ribonuclease H2 subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNH203 PE=1 SV=1
7.338998E+07	9.085997E+07	6.881904E+07	7.906804E+07	6.623098E+07	6.875002E+07	7.853298E+07	5.481201E+07	5.884798E+07	6.152698E+07	5.424897E+07	6.405204E+07	9.851999E+07	8.153403E+07	8.262601E+07	7.057504E+07	5.416798E+07	7.395197E+07	7.2038E+07	7.177002E+07	5.210402E+07	5.069603E+07	6.9008E+07	7.571101E+07	7.711E+07	9.405003E+07	8.978799E+07	8.036198E+07	3.197698E+07	4.386602E+07	8.453202E+07	6.215003E+07				+	8	8	8	37.8	37.8	37.8	28.801	0	13.945	1772000000	141	0.0186590799307179	0.0345832549388523	Q12339	Q12339	rRNA-processing protein UTP23	UTP23	sp|Q12339|UTP23_YEAST rRNA-processing protein UTP23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP23 PE=1 SV=1
7.328004E+07	7.109996E+07	7.806405E+07	7.9165E+07	7.308198E+07	7.266395E+07	6.745399E+07	6.002403E+07	8.730197E+07	9.116102E+07	8.965703E+07	7.490397E+07	8.368702E+07	9.436102E+07	9.756896E+07	1.0043E+08	7.686999E+07	7.014705E+07	8.518596E+07	9.432398E+07	6.3485E+07	4.5606E+07	6.031502E+07	7.118903E+07	7.520999E+07	7.087603E+07	7.973304E+07	7.396702E+07	6.833698E+07	3.573002E+07	8.510998E+07	6.861599E+07				+	17	17	17	46.5	46.5	46.5	43.872	0	23.941	1888900000	132	0.00822244854059108	0.0217979904812269	Q12341	Q12341	Histone acetyltransferase type B catalytic subunit	HAT1	sp|Q12341|HAT1_YEAST Histone acetyltransferase type B catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAT1 PE=1 SV=1
7.247198E+07	6.475303E+07	8.648301E+07	8.140898E+07	8.584305E+07	1.165101E+08	7.779597E+07	1.0404E+08	7.377102E+07	7.626798E+07	6.599498E+07	9.719906E+07	6.050998E+07	6.018399E+07	5.673202E+07	4.660403E+07	5.73E+07	7.7466E+07	5.156198E+07	5.6631E+07	1.3404E+08	1.3238E+08	1.081401E+08	1.0736E+08	7.819295E+07	6.337104E+07	7.923704E+07	7.3059E+07	1.897799E+08	1.4479E+08	7.075198E+07	1.0994E+08				+	12	12	12	43	43	43	32.205	0	35.046	1878100000	188	4.04509179319197E-05	0.00173216520650814	Q12343	Q12343	Mediator of RNA polymerase II transcription subunit 4	MED4	sp|Q12343|MED4_YEAST Mediator of RNA polymerase II transcription subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MED4 PE=1 SV=1
1.974901E+07	2.366301E+07	2.875101E+07	2.968798E+07	2.901199E+07	5.310098E+07	4.026299E+07	3.2869E+07	3.1674E+07	3.179399E+07	2.576099E+07	4.813599E+07	5.425499E+07	4.288E+07	3.776498E+07	3.750698E+07	3.1822E+07	3.817601E+07	3.350899E+07	2.646901E+07	4.520298E+07	3.232899E+07	3.587899E+07	2.665301E+07	2.776398E+07	1.320401E+07	1.554899E+07	1.999999E+07	8.652795E+07	3.919502E+07	4.136897E+07	4.744498E+07				+	9	9	9	15.3	15.3	15.3	101.8	0	26.228	858930000	64	0.000345945669224581	0.00465174574753805	Q12344	Q12344	GTPase-activating protein GYP5	GYP5	sp|Q12344|GYP5_YEAST GTPase-activating protein GYP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GYP5 PE=1 SV=1
3.963502E+07	3.605402E+07	3.633001E+07	3.4E+07	5.066098E+07	6.065303E+07	4.247798E+07	4.513902E+07	3.186898E+07	3.556502E+07	3.239E+07	2.5671E+07	2.246799E+07	1.8087E+07	1.5062E+07	1.618901E+07	5.818799E+07	3.235799E+07	2.9749E+07	3.317601E+07	5.236797E+07	5.646198E+07	3.850702E+07	4.161902E+07	5.229899E+07	4.5637E+07	4.343798E+07	3.660801E+07	5.787802E+07	6.109599E+07	2.924698E+07	4.502298E+07				+	8	8	8	55.2	55.2	55.2	28.242	0	47.266	919460000	95	5.02080588288901E-06	0.000710951526032316	Q12345	Q12345	Ino eighty subunit 3	IES3	sp|Q12345|IES3_YEAST Ino eighty subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IES3 PE=1 SV=1
3.097899E+08	4.636699E+08	4.929002E+08	8.781803E+08	5.603601E+08	7.331599E+08	8.870497E+08	1.135599E+09	9.355398E+07	1.465E+08	1.2658E+08	7.3073E+08	2.551501E+08	1.797401E+08	6.956798E+07	5.559004E+07	3.0084E+08	2.141199E+08	1.621799E+08	1.1607E+08	1.1591E+09	7.052001E+08	1.1301E+09	1.481499E+09	2.6667E+08	3.743297E+08	7.137496E+08	4.789401E+08	9.913E+08	8.822404E+08	6.084104E+08	9.868906E+08				+	4	4	4	62.1	62.1	62.1	14.128	0	323.31	11283000000	173	6.99577247500109E-06	0.000801335559265442	Q12349	Q12349	ATP synthase subunit H, mitochondrial	ATP14	sp|Q12349|ATP14_YEAST ATP synthase subunit H, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP14 PE=1 SV=1
